"StartDate","EndDate","Status","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","DistributionChannel","UserLanguage","Consent","Dem_age","Dem_gender","Dem_edu","Dem_edu_mom","Dem_employment","Country","Dem_Expat","Dem_state","Dem_maritalstatus","Dem_dependents","Dem_riskgroup","Dem_islolation","Dem_isolation_adults","Dem_isolation_kids","AD_gain","AD_loss","AD_check","Scale_PSS10_UCLA_1","Scale_PSS10_UCLA_2","Scale_PSS10_UCLA_3","Scale_PSS10_UCLA_4","Scale_PSS10_UCLA_5","Scale_PSS10_UCLA_6","Scale_PSS10_UCLA_7","Scale_PSS10_UCLA_8","Scale_PSS10_UCLA_9","Scale_PSS10_UCLA_10","Scale_PSS10_UCLA_11","Scale_PSS10_UCLA_12","Scale_PSS10_UCLA_13","OECD_people_1","OECD_people_2","OECD_insititutions_1","OECD_insititutions_2","OECD_insititutions_3","OECD_insititutions_4","OECD_insititutions_5","OECD_insititutions_6","Corona_concerns_1","Corona_concerns_2","Corona_concerns_3","Corona_concerns_4","Corona_concerns_5","Trust_countrymeasure","Compliance_1","Compliance_2","Compliance_3","Compliance_4","Compliance_5","Compliance_6","BFF_15_1","BFF_15_2","BFF_15_3","BFF_15_4","BFF_15_5","BFF_15_6","BFF_15_7","BFF_15_8","BFF_15_9","BFF_15_10","BFF_15_11","BFF_15_12","BFF_15_13","BFF_15_14","BFF_15_15","Expl_Distress_1","Expl_Distress_2","Expl_Distress_3","Expl_Distress_4","Expl_Distress_5","Expl_Distress_6","Expl_Distress_7","Expl_Distress_8","Expl_Distress_9","Expl_Distress_10","Expl_Distress_11","Expl_Distress_12","Expl_Distress_13","Expl_Distress_14","Expl_Distress_15","Expl_Distress_16","Expl_Distress_17","Expl_Distress_18","Expl_Distress_19","Expl_Distress_20","Expl_Distress_21","Expl_Distress_22","Expl_Distress_23","Expl_Distress_24","Expl_Distress_txt","SPS_1","SPS_2","SPS_3","SPS_4","SPS_5","SPS_6","SPS_7","SPS_8","SPS_9","SPS_10","Expl_Coping_1","Expl_Coping_2","Expl_Coping_3","Expl_Coping_4","Expl_Coping_5","Expl_Coping_6","Expl_Coping_7","Expl_Coping_8","Expl_Coping_9","Expl_Coping_10","Expl_Coping_11","Expl_Coping_12","Expl_Coping_13","Expl_Coping_14","Expl_Coping_15","Expl_Coping_16","Expl_coping_txt","Expl_media_1","Expl_media_2","Expl_media_3","Expl_media_4","Expl_media_5","Expl_media_6","Final_open","TstressW","TpeopleW","TinstW","TconcernW","TcomplW","TneurosisW","TextroverW","TopenW","TagreeW","TconcW","TdistressW","TspsW","TcopingW","TmediaW","dem_ageG","isoladult","isolkids"
"2020-03-30 15:01:53","2020-03-30 15:23:35","IP Address","100","1301","True","2020-03-30 15:23:36","R_vVvo0RsPiNjhgI1","anonymous","SME","Yes",29,"Hombres","Licenciatura","Bachillerato ","Empleo de tiempo completo","Mexico","no","Veracruz","Soltera(o)","0","Yes","En aislamiento",5,2,"· If Program A is adopted, 200 people will be saved.","","No",3,3,5,2,3,3,2,2,5,2,4,2,4,7,8,4,3,3,4,6,6,6,6,6,6,6,6,4,5,5,2,2,3,5,6,2,5,5,2,6,6,6,5,4,5,6,4,6,6,6,0,5,6,6,2,4,4,6,6,6,6,6,3,4,4,6,5,5,6,5,5,3,"",6,6,5,5,6,5,6,5,5,5,4,4,6,4,5,6,2,2,6,4,3,5,6,3,1,4,"",6,3,6,5,6,1,"",30,15,26,30,10,13,12,18,14,16,115,54,65,26,"21 - 30","Sí","Sí"
"2020-03-30 15:15:11","2020-03-30 15:27:09","IP Address","100","718","True","2020-03-30 15:27:10","R_21nQYCmcwaZBkGW","anonymous","SME","Yes",35,"Mujeres","Licenciatura","Licenciatura","Empleo de tiempo completo","Mexico","no","CDMX","Soltera(o)","0","Yes","En aislamiento",0,0,"","· If Program D is adopted there is 1/3 probability that nobody will die, and 2/3 probability that 600 people will die.","No",3,4,5,3,4,5,2,4,3,3,5,4,5,5,7,5,3,3,3,7,4,5,6,5,5,4,3,5,5,6,5,1,2,5,5,2,2,3,2,5,4,5,5,5,5,4,2,4,2,5,6,5,4,5,1,4,2,5,2,5,5,4,2,3,4,5,5,5,4,5,5,4,"",5,5,5,5,5,5,5,5,5,5,2,2,2,2,4,5,2,2,5,4,2,4,4,3,1,4,"",6,5,6,5,6,3,"Incertidumbre como será el mundo mañana. Desesperanza no sé ve una solución en corto/mediano plazo. Que los gobiernos prefieran salvar la economía sobre las personas vulnerables.",36,12,25,25,11,12,7,14,15,10,97,50,48,28,"31 - 40","No","No"
"2020-03-30 15:28:21","2020-03-30 15:39:56","IP Address","100","695","True","2020-03-30 15:39:57","R_3awO3rArOgAgKoF","anonymous","SME","Yes",24,"Mujeres","Licenciatura","Licenciatura","Empleo de tiempo completo","Mexico","no","Puebla","Soltera(o)","0","Yes","La vida sigue con cambios menores",1,0,"","· If Program C is adopted 400 people will die.","No",4,4,3,1,2,4,2,2,5,2,2,1,2,6,9,3,4,4,3,10,3,6,6,5,6,5,4,6,6,5,6,4,3,5,6,3,6,6,4,5,6,5,6,3,5,5,4,5,6,5,0,5,2,6,6,0,0,5,4,5,5,6,5,6,1,3,5,0,3,1,6,3,"",6,5,6,5,6,6,5,6,5,5,1,2,5,1,3,5,1,1,4,3,2,3,6,5,4,3,"",2,4,2,3,5,2,"",29,15,27,28,11,14,16,16,14,14,88,55,49,16,"21 - 30","Sí","No"
"2020-03-30 15:26:56","2020-03-30 15:41:00","IP Address","100","844","True","2020-03-30 15:41:02","R_2zpU2yYhYRrai7C","anonymous","SME","Yes",30,"Mujeres","Licenciatura","Licenciatura","Auto empleo","Mexico","no","Zacatecas","Soltera(o)","0","Yes","La vida sigue con cambios menores",2,0,"· If Program B is adopted, there is 1/3 probability that 600 people will be saved, and 2/3 probability that no people will be saved","","No",2,1,3,1,3,2,2,3,3,1,2,1,1,8,7,6,6,6,6,9,10,6,6,6,6,6,5,6,6,6,6,4,4,4,2,1,4,3,2,4,5,5,5,5,5,5,3,5,5,4,0,5,3,2,1,2,2,5,2,6,6,5,2,2,2,1,2,2,2,2,4,1,"Medidas que pueden tomar personas sin acceso a la información y en situación de pobreza",6,5,5,5,5,5,5,6,5,5,5,4,5,2,5,5,5,5,5,3,4,5,5,5,2,5,"",3,3,3,3,3,2,"Debido al brote, en mi trabajo he tenido un menor flujo de clientes, lo que se traduce en menores ganancias que pueden poner en riesgo mi bienestar y el de mis compañeros de trabajo",21,15,43,30,12,7,9,14,15,13,68,52,70,15,"21 - 30","Sí","No"
"2020-03-30 15:22:26","2020-03-30 15:41:06","IP Address","100","1119","True","2020-03-30 15:41:07","R_Qowz056wq25qeuR","anonymous","SME","Yes",36,"Hombres","Posgrado","Secundaria","Empleo de tiempo completo","Mexico","no","Nuevo León","Casada(o)/en unión libre","0","Yes","En aislamiento",1,0,"","· If Program D is adopted there is 1/3 probability that nobody will die, and 2/3 probability that 600 people will die.","No",4,3,4,3,4,5,2,3,3,4,3,3,3,6,8,0,0,0,2,2,0,5,6,4,6,5,0,5,5,5,2,2,3,6,4,5,6,6,6,6,3,6,5,2,5,3,5,5,6,6,0,6,5,6,1,4,0,6,6,5,5,6,5,5,4,5,6,6,6,5,6,4,"Cierre de empresas",5,4,4,5,6,6,5,6,6,5,2,5,4,6,4,5,2,2,5,5,2,3,4,4,2,5,"",1,1,1,1,1,1,"",35,14,4,26,10,15,18,15,12,13,114,52,60,5,"31 - 40","Sí","No"
"2020-03-30 15:27:00","2020-03-30 15:45:41","IP Address","100","1121","True","2020-03-30 15:45:42","R_1jwW0LHJAgd7R3t","anonymous","SME","Yes",23,"Mujeres","Licenciatura","- Some College or equivalent","Empleo de tiempo completo","Mexico","no","Veracruz","Soltera(o)","0","No","La vida sigue con cambios menores",0,0,"","· If Program D is adopted there is 1/3 probability that nobody will die, and 2/3 probability that 600 people will die.","No",4,4,4,2,3,3,2,2,2,3,4,3,3,8,10,5,5,5,3,8,0,5,5,5,6,4,0,4,4,4,5,3,5,6,5,3,6,5,5,6,4,6,5,5,6,5,3,6,6,5,3,5,5,3,5,4,3,4,3,5,5,5,5,5,4,2,6,4,5,5,4,2,"",5,5,4,5,5,5,6,5,6,6,4,5,6,4,6,6,5,6,5,6,5,5,4,6,3,5,"",4,4,3,5,5,2,"",29,18,26,25,8,14,16,16,16,14,103,52,81,21,"21 - 30","No","No"
"2020-03-30 15:34:04","2020-03-30 15:46:22","IP Address","100","737","True","2020-03-30 15:46:23","R_28GlqB2DM1a8MeG","anonymous","SME","Yes",25,"Mujeres","Licenciatura","Licenciatura","Sin empleo","Mexico","no","Zacatecas","Soltera(o)","0","No","",1,NA,"· If Program B is adopted, there is 1/3 probability that 600 people will be saved, and 2/3 probability that no people will be saved","","No",1,1,3,1,1,2,1,2,1,4,3,1,1,1,4,2,7,7,7,9,4,5,5,5,1,1,5,5,5,5,5,4,4,3,4,1,3,3,2,3,6,6,5,4,5,5,5,5,5,5,2,5,4,1,1,5,1,5,4,5,2,3,2,2,3,1,4,2,1,2,5,2,"",4,5,5,5,3,5,2,5,5,5,5,4,5,4,5,5,5,2,4,5,5,4,5,5,1,5,"",2,2,4,2,5,2,"",17,5,36,17,10,8,8,15,14,15,72,44,69,15,"21 - 30","Sí",NA
"2020-03-30 15:32:50","2020-03-30 15:47:00","IP Address","100","850","True","2020-03-30 15:47:01","R_2rGDWdJ24pA5P3A","anonymous","SME","Yes",20,"Hombres","Licenciatura","Licenciatura","Estudiante","Mexico","no","Veracruz","Soltera(o)","0","Yes","En aislamiento",4,0,"","· If Program C is adopted 400 people will die.","No",5,4,5,3,3,3,3,3,4,3,2,3,4,5,5,2,2,2,2,5,2,5,6,5,5,5,0,5,4,5,3,1,2,5,4,4,3,2,1,4,4,4,5,3,5,6,4,5,6,5,5,6,6,5,0,4,2,6,6,6,6,6,3,5,0,6,4,2,6,0,6,0,"",5,5,5,5,5,4,5,4,4,5,4,2,5,2,4,4,2,2,5,5,4,4,5,5,4,4,"",4,4,4,4,3,3,"",36,10,15,26,9,13,6,12,13,15,101,47,61,19,"20 o menos","Sí","No"
"2020-03-30 15:19:38","2020-03-30 15:50:41","IP Address","100","1862","True","2020-03-30 15:50:42","R_3IS1WsDtgQPcDoJ","anonymous","SME","Yes",23,"Hombres","Licenciatura","Secundaria","Auto empleo","Mexico","no","Colima","Soltera(o)","0","Yes","En aislamiento",3,0,"","· If Program C is adopted 400 people will die.","No",4,4,4,3,3,3,3,4,3,4,2,1,2,8,10,6,2,5,6,8,6,5,6,6,5,5,6,5,6,6,4,4,2,5,3,2,6,4,3,5,6,5,6,6,6,5,5,6,5,4,0,6,3,3,1,1,0,4,5,5,6,6,4,4,2,2,3,2,4,2,5,1,"",5,5,5,5,5,5,5,2,4,5,5,3,4,3,5,4,4,3,5,5,2,5,4,5,1,5,"",4,3,3,2,5,4,"Me da miedo que esto salga de control y exista escasez de comida y medicamentos. ",35,18,33,27,12,10,13,16,18,16,78,46,63,17,"21 - 30","Sí","No"
"2020-03-30 15:33:46","2020-03-30 15:59:06","IP Address","100","1520","True","2020-03-30 15:59:07","R_3oAV56sP2dX91d3","anonymous","SME","Yes",21,"Hombres","Licenciatura trunca","Licenciatura","Estudiante","Mexico","no","Veracruz","Soltera(o)","0","Yes","En aislamiento",2,0,"· If Program B is adopted, there is 1/3 probability that 600 people will be saved, and 2/3 probability that no people will be saved","","Not sure",3,3,2,3,3,4,3,4,3,3,3,2,2,8,7,5,4,5,4,5,3,2,6,5,5,5,4,4,5,4,4,4,4,4,4,4,4,3,3,4,5,4,3,4,4,4,3,4,4,4,0,5,5,2,2,5,0,5,5,5,5,5,0,2,2,3,3,5,5,5,5,2,"",4,5,4,3,3,5,3,4,3,4,3,4,5,2,5,5,5,4,5,4,3,4,3,5,4,4,"",4,4,4,5,3,4,"",31,15,26,23,9,12,10,13,11,11,84,38,65,20,"21 - 30","Sí","No"
"2020-03-30 15:52:22","2020-03-30 16:06:58","IP Address","100","875","True","2020-03-30 16:06:59","R_2RQv4mqtXj2VdXC","anonymous","SME","Yes",30,"Hombres","Licenciatura","Ninguna","Auto empleo","Mexico","no","Veracruz","Casada(o)/en unión libre","0","Yes","En aislamiento",3,1,"","· If Program C is adopted 400 people will die.","No",1,3,4,2,4,4,2,3,3,3,3,4,4,6,7,0,0,1,2,8,3,4,6,6,5,5,2,6,6,6,6,3,2,4,6,3,1,1,1,6,6,6,3,4,5,5,3,5,6,5,1,6,5,1,1,6,4,6,4,5,5,6,1,1,4,3,3,2,5,3,5,4,"",6,2,4,4,6,6,6,5,5,6,2,2,5,2,5,4,6,4,6,3,4,2,6,6,1,1,"",5,6,6,2,6,2,"",29,13,14,26,12,13,3,18,12,13,92,50,59,25,"21 - 30","Sí","Sí"
